Component 1	Component 2	Topic ID	Author	URL	Title	Share Count
0.00041318646861	-0.000402192929034	9	The Editorial Board	http://www.nytimes.com/2016/03/26/opinion/holding-on-to-new-voters-in-november.html	Holding On to New Voters in November	90
-0.00234531222688	-0.00205838206466	3	The Editorial Board	http://www.nytimes.com/2016/03/26/opinion/time-to-rethink-us-relationship-with-egypt.html	Time to Rethink U.S. Relationship With Egypt	1265
-0.000538995382448	0.000264872044824	8	Andrew Zimbalist	http://www.nytimes.com/2016/03/26/opinion/the-ncaas-women-problem.html	The N.C.A.A.’s Women Problem	3550
-0.00243258021696	0.00131333288001	2	Gail Collins	http://www.nytimes.com/2016/03/26/opinion/trump-cruz-kasich-and-the-ladies.html	Trump, Cruz, Kasich and the Ladies	3250
-3.92374042465e-05	0.0002850691371	3	The Editorial Board	http://www.nytimes.com/2016/03/25/opinion/the-racism-at-the-heart-of-flints-crisis.html	The Racism at the Heart of Flint’s Crisis	2570
-0.000344111656691	0.0033606074967	2	Timothy Egan	http://www.nytimes.com/2016/03/25/opinion/campaign-stops/trumps-terror-dependency.html	Trump’s Terror Dependency	812
-0.00209642849148	0.00260878630187	1	The Editorial Board	http://www.nytimes.com/2016/03/25/opinion/accountability-at-last-for-bosnias-agony.html	Accountability, at Last, for Bosnia’s Agony	222
-0.000195805157324	0.000537199869744	6	Other	http://www.nytimes.com/2016/03/25/opinion/the-legacy-of-a-tribe-called-quest.html	The Legacy of A Tribe Called Quest	1135
0.00219937066304	0.00286876142179	6	John Mccain	http://www.nytimes.com/2016/03/25/opinion/john-mccain-salute-to-a-communist.html	John McCain: Salute to a Communist	6009
0.000798172417783	0.000405287547306	1	GastóN Chillier	http://www.nytimes.com/2016/03/24/opinion/what-obama-should-know-about-macris-argentina.html	What Obama Should Know About Macri’s Argentina	2952
-0.000533667344959	0.00497778182962	1	Tom Joehnk	http://www.nytimes.com/2016/03/23/opinion/how-america-can-put-thailand-back-on-track.html	How America Can Put Thailand Back on Track	869
0.00115092069414	-0.0016649471613	7	Patricia Daly	http://www.nytimes.com/2016/03/23/opinion/us-should-follow-canadas-lead-on-heroin-treatment.html	U.S. Should Follow Canada’s Lead on Heroin Treatment	558
-0.000692308057985	-0.000881135826814	3	Matthew Levitt	http://www.nytimes.com/2016/03/23/opinion/brussels-attacks-raise-questions-on-readiness.html	Brussels Attacks Raise Questions on Readiness	177
0.000714168713146	-0.00072790626045	2	The Editorial Board	http://www.nytimes.com/2016/03/23/opinion/mr-obamas-honest-message-in-cuba.html	Mr. Obama’s Honest Message in Cuba	585
2.5690785639e-05	0.000195416002012	1	Uki GoñI	http://www.nytimes.com/2016/03/23/opinion/the-long-shadow-of-argentinas-dictatorship.html	The Long Shadow of Argentina’s Dictatorship	390
0.00208107254194	-0.000103121064908	6	Betzabé GarcíA	http://www.nytimes.com/2016/03/22/opinion/unsilenced.html	Unsilenced	401
0.000162500633429	-0.00113670594848	4	Michael Webber	http://www.nytimes.com/2016/03/22/opinion/our-water-systemwhat-a-waste.html	 Our Water System: What a Waste	656
0.00111194718749	0.000252133137938	5	Nancy Pelosi	http://www.nytimes.com/2016/03/22/opinion/shouldnt-congress-tell-us-how-well-pay-for-tax-cuts.html	Shouldn’t Congress Tell Us How We’ll Pay for Tax Cuts?	735
0.00181895049339	-0.00112060442172	9	Emma Roller	http://www.nytimes.com/2016/03/22/opinion/campaign-stops/live-free-or-trump.html	Live Free or Trump	2162
0.00102813075004	-0.00123704087877	6	Aatish Taseer	http://www.nytimes.com/2016/03/21/opinion/dreaming-of-gay-rights-in-delhi.html	Dreaming of Gay Rights in Delhi	504
0.00125255778434	-0.000808432922998	9	Mark Schmitt	http://www.nytimes.com/2016/03/21/opinion/campaign-stops/will-a-liberal-supreme-court-limit-money-in-politics.html	Will a Liberal Supreme Court Limit Money in Politics?	116
-0.00242835353389	0.00108773142352	6	Eric Fair	http://www.nytimes.com/2016/03/20/opinion/sunday/owning-up-to-torture.html	Owning Up to Torture	2898
0.00202673664404	0.00151601654582	6	Katie Roiphe	http://www.nytimes.com/2016/03/20/opinion/sunday/dying-with-nothing-to-say.html	Dying, With Nothing to Say	1561
-0.00204286520932	0.0025714665345	2	Nicholas Kristof	http://www.nytimes.com/2016/03/20/opinion/sunday/the-worlds-modern-day-lepers-women-with-fistulas.html	The World’s Modern-Day Lepers: Women With Fistulas	4101
-0.00397831993505	0.00149500872269	3	The Editorial Board	http://www.nytimes.com/2016/03/20/opinion/sunday/transparency-in-the-drone-wars.html	Transparency in the Drone Wars	210
-0.000574861545766	0.00183032795395	3	Margaret Sullivan	http://www.nytimes.com/2016/03/20/public-editor/new-york-times-anonymous-sources-public-editor.html	Building a Better Anonymouse Trap	14
-0.00256032250497	0.00501498093917	2	Maureen Dowd	http://www.nytimes.com/2016/03/20/opinion/sunday/will-trump-be-dumped.html	Will Trump Be Dumped?	1802
0.000976732576745	-0.000159174353595	8	Mark Rank	http://www.nytimes.com/2016/03/20/opinion/sunday/calculate-your-economic-risk.html	Calculate Your Economic Risk	414
0.000516660698246	0.00098244809052	1	Anthony Banbury	http://www.nytimes.com/2016/03/20/opinion/sunday/i-love-the-un-but-it-is-failing.html	I Love the U.N., but It Is Failing	12563
-0.000683528921209	0.00132903835581	2	Roger Cohen	http://www.nytimes.com/2016/03/19/opinion/obamas-flawed-realism.html	Obama's Flawed Realism	171
-0.000763903133621	0.000227778320297	7	Anna North	http://www.nytimes.com/2016/03/19/opinion/what-planned-parenthood-really-does.html	What Planned Parenthood Really Does	1228
-0.000695767128858	-0.000648544018623	8	Luis Moreno	http://www.nytimes.com/2016/03/19/opinion/international/whats-wrong-with-latin-american-early-education.html	What’s Wrong With Latin American Early Education	133
0.00111226835507	0.000395363920686	8	David Osit	http://www.nytimes.com/2016/03/17/opinion/games-you-cant-win.html	Games You Can’t Win	253
0.00131092365621	-0.00101215240549	7	The Editorial Board	http://www.nytimes.com/2016/03/17/opinion/a-strong-response-to-the-opioid-scourge.html	A Strong Response to the Opioid Scourge	270
0.00102443584135	-0.000262161615129	5	Jacob Hacker	http://www.nytimes.com/2016/03/17/opinion/campaign-stops/clintons-bold-vision-hidden-in-plain-sight.html	Clinton’s Bold Vision, Hidden in Plain Sight?	2401
0.00065029540815	0.000462465909596	1	Nicholas Kristof	http://www.nytimes.com/2016/03/17/opinion/big-government-looks-great-when-there-is-none.html	‘Big Government’ Looks Great When There Is None	2352
-0.00162282944375	-0.00087694325147	4	Charles Fishman	http://www.nytimes.com/2016/03/17/opinion/the-water-data-drought.html	Water Is Broken. Data Can Fix It.	593
-0.000707696861963	-0.00292747942245	3	The Editorial Board	http://www.nytimes.com/2016/03/17/opinion/americas-role-in-argentinas-dirty-war.html	America’s Role in Argentina’s Dirty War	1514
0.00438618756711	-0.00144041427436	10	Miriam Sapiro	http://www.nytimes.com/2016/03/16/opinion/what-trump-and-sanders-get-wrong-about-free-trade.html	What Trump and Sanders Get Wrong About Free Trade	984
0.000186431900615	0.00099437201343	10	Thomas Friedman	http://www.nytimes.com/2016/03/16/opinion/let-trump-make-our-trans-pacific-trade-deal.html	Let Trump Make Our Trans-Pacific Trade Deal	2498
-0.00207272631814	-0.000266644566551	2	Timothy Egan	http://www.nytimes.com/2016/03/16/opinion/campaign-stops/bernies-dead-end-math-and-why-he-should-stay-in.html	Bernie’s Dead-End Math — and Why He Should Stay In	2027
-0.000510318162843	0.00269301209366	8	Thomas Edsall	http://www.nytimes.com/2016/03/16/opinion/campaign-stops/will-the-democrats-ever-face-an-african-american-revolt.html	Will the Democrats Ever Face an African-American Revolt?	2332
-0.00183280693526	0.00124230198069	2	Gail Collins	http://www.nytimes.com/2016/03/16/opinion/campaign-stops/kasich-the-boulder-between-the-gop.html	Kasich, the Boulder Between the G.O.P. and Trump	712
0.000565145471369	-0.000618325237021	9	The Editorial Board	http://www.nytimes.com/2016/03/16/opinion/whats-next-for-both-parties.html	What’s Next for Both Parties	474
0.00153257229591	-0.001111146536	3	The Editorial Board	http://www.nytimes.com/2016/03/16/opinion/the-opening-to-cuba-widens.html	The Opening to Cuba Widens	111
-0.00192363400965	-0.000579424371041	2	Emma Roller	http://www.nytimes.com/2016/03/15/opinion/campaign-stops/dont-trust-anyone-over-30-except-bernie-sanders.html	Don’t Trust Anyone Over 30, Except Bernie Sanders	615
-0.00179241329173	-0.00222151426643	7	The Editorial Board	http://www.nytimes.com/2016/03/15/opinion/congress-should-allocate-money-to-fight-zika.html	Congress Should Allocate Money to Fight Zika	106
-0.00105067639736	0.00119904121205	2	The Editorial Board	http://www.nytimes.com/2016/03/15/opinion/the-trump-campaign-gives-license-to-violence.html	The Trump Campaign Gives License to Violence	2100
-0.00326774237618	0.00308134306802	2	Shmuel Rosner	http://www.nytimes.com/2016/03/15/opinion/can-israel-handle-a-president-trump.html	Can Israel Handle a President Trump?	312
-0.00199607264373	0.00265661311292	2	John Reed	http://www.nytimes.com/2016/03/14/opinion/campaign-stops/north-carolina-and-the-politics-of-barbecue.html	North Carolina and the Politics of Barbecue	1743
0.000863249293181	-0.000300753300868	10	Jared Bernstein	http://www.nytimes.com/2016/03/14/opinion/the-era-of-free-trade-might-be-over-thats-a-good-thing.html	The Era of Free Trade Might Be Over. That’s a Good Thing.	950
0.00102640827054	0.000146874432621	8	The Editorial Board	http://www.nytimes.com/2016/03/14/opinion/jobs-for-the-young-in-poor-neighborhoods.html	Jobs for the Young in Poor Neighborhoods	206
-0.00298153690347	0.00195300383165	2	Charles Blow	http://www.nytimes.com/2016/03/14/opinion/carson-endorses-the-demagogue.html	Carson Endorses the Demagogue	748
-0.000210050878127	0.000337919019274	1	Nicholas Kristof	http://www.nytimes.com/2016/03/13/opinion/sunday/where-the-soldiers-are-scarier-than-the-crocodiles.html	South Sudan: Where the Soldiers Are Scarier Than the Crocodiles	5659
0.000114834195699	-1.31960600227e-05	4	Edward Wilson	http://www.nytimes.com/2016/03/13/opinion/sunday/the-global-solution-to-extinction.html	The Global Solution to Extinction	3677
-0.000457675938448	0.00087330726495	2	Frank Bruni	http://www.nytimes.com/2016/03/13/opinion/sunday/donald-trumps-epic-neediness.html	Donald Trump’s Epic Neediness	3862
0.000170524816155	0.000938059956581	4	Andrew Cooper	http://www.nytimes.com/2016/03/13/opinion/sunday/how-saudi-arabia-turned-its-greatest-weapon-on-itself.html	How Saudi Arabia Turned Its Greatest Weapon on Itself	2606
0.000208470739307	-0.00149145064343	9	The Editorial Board	http://www.nytimes.com/2016/03/13/opinion/sunday/the-bernie-sanders-revolution.html	The Bernie Sanders Revolution	3372
-0.00219930572089	0.000826632076682	6	Barbara Lipska	http://www.nytimes.com/2016/03/13/opinion/sunday/the-neuroscientist-who-lost-her-mind.html	The Neuroscientist Who Lost Her Mind	3231
0.00266976096121	-0.000983614082114	5	The Editorial Board	http://www.nytimes.com/2016/03/13/opinion/sunday/congress-needs-to-throw-puerto-rico-a-lifeline.html	Congress Needs to Throw Puerto Rico a Lifeline	444
0.000617793079573	0.000619004517481	3	The Editorial Board	http://www.nytimes.com/2016/03/13/opinion/sunday/putting-lincoln-online-is-no-easy-political-task.html	Putting Lincoln Online Is No Easy Political Task	190
-0.00247750881041	0.00153054645845	6	Amy Butcher	http://www.nytimes.com/2016/03/13/opinion/sunday/emoji-feminism.html	Emoji Feminism	2331
-0.000642799271231	0.000786522439718	2	Gail Collins	http://www.nytimes.com/2016/03/12/opinion/trump-clarifies-and-its-worse.html	Trump Clarifies, and It’s Worse	914
0.000928608428419	-0.00104922002661	1	Silvio Carrillo	http://www.nytimes.com/2016/03/12/opinion/international/murdered-for-activismin-honduras.html	Murdered for Activism in Honduras	266
-0.0016011366733	-0.00129216115376	4	Heidi Cullen	http://www.nytimes.com/2016/03/11/opinion/what-weather-is-the-fault-of-climate-change.html	What Weather Is the Fault of Climate Change?	1029
0.000305521621577	0.00121215066586	2	Lindy West	http://www.nytimes.com/2016/03/11/opinion/campaign-stops/what-are-trump-fans-really-afraid-to-say.html	What Are Trump Fans Really ‘Afraid’ to Say?	7926
0.00179709540187	0.000136625619081	5	The Editorial Board	http://www.nytimes.com/2016/03/11/opinion/new-york-challenges-a-tax-privilege-of-the-rich.html	New York Challenges a Tax Privilege of the Rich	264
-0.000470357690479	0.000552938795015	2	David Brooks	http://www.nytimes.com/2016/03/11/opinion/dogs-cats-and-leadership.html	Dogs, Cats and Leadership	869
0.000807989807651	0.00105436754005	1	The Editorial Board	http://www.nytimes.com/2016/03/11/opinion/boko-haram-and-mass-starvation.html	Boko Haram and Mass Starvation	102
-0.00378795469215	-0.000521262479772	3	The Editorial Board	http://www.nytimes.com/2016/03/11/opinion/another-doping-scandal.html	Another Doping Scandal	21
0.00158999961544	-0.00254652339399	10	Jim Walsh	http://www.nytimes.com/2016/03/10/opinion/to-stop-the-missiles-stop-north-korea-inc.html	To Stop the Missiles, Stop North Korea, Inc.	48
0.00403726486851	0.00182067026844	2	Nicholas Kristof	http://www.nytimes.com/2016/03/10/opinion/every-parents-nightmare.html	‘Every Parent’s Nightmare’	6279
-1.42921422545e-05	-0.00108877841895	4	Daniel Becker	http://www.nytimes.com/2016/03/10/opinion/stalling-on-fuel-efficiency.html	Stalling on Fuel Efficiency	154
-0.00115393647184	-0.00335254467841	7	The Editorial Board	http://www.nytimes.com/2016/03/10/opinion/how-to-reduce-medicare-drug-costs.html	How to Reduce Medicare Drug Costs	82
-0.00043446959458	0.0031002415758	2	Gail Collins	http://www.nytimes.com/2016/03/10/opinion/hillary-bernie-debate.html	Hillary! Bernie! Debate!	903
-0.000468395714829	0.000168203495049	9	Charles Blow	http://www.nytimes.com/2016/03/10/opinion/sanders-surprises.html	Sanders Surprises	740
0.00229608012693	-0.000766523763573	3	The Editorial Board	http://www.nytimes.com/2016/03/09/opinion/let-inspectors-general-do-their-job.html	Let Inspectors General Do Their Job	103
0.000464722228996	0.000737942751839	10	The Editorial Board	http://www.nytimes.com/2016/03/09/opinion/trying-to-read-mr-trump-in-translation.html	Trying to Read Donald Trump, in Translation	627
0.000114693316703	0.0011960362293	4	Peter Kirby	http://www.nytimes.com/2016/03/08/opinion/playing-pass-the-parcel-with-fukushima.html	Playing Pass the Parcel With Fukushima	432
-0.00323369020797	0.00150495833635	3	Jameel Jaffer	http://www.nytimes.com/2016/03/08/opinion/limit-the-next-presidents-power-to-wage-drone-warfare.html	Limit the Next President’s Power to Wage Drone Warfare	454
-0.000629260310677	-0.00198689255441	7	The Editorial Board	http://www.nytimes.com/2016/03/08/opinion/reducing-drug-waste-could-save-billions-of-dollars.html	Reducing Drug Waste Could Save Billions of Dollars	96
0.000999202097011	-0.00115172843875	9	Andrew Levison	http://www.nytimes.com/2016/03/08/opinion/campaign-stops/will-trump-send-working-class-whites-to-the-democrats.html	Will Trump Send Working-Class Whites to the Democrats?	362
-0.00219517195905	0.00128164912494	2	Kate Brower	http://www.nytimes.com/2016/03/08/opinion/nancy-reagan-the-happiest-first-lady.html	Nancy Reagan, the Happiest First Lady	131
-5.08909659734e-05	-0.000955778067729	3	Masha Gessen	http://www.nytimes.com/2016/03/07/opinion/the-case-of-the-woman-with-the-severed-childs-head.html	The Case of the Woman With the Severed Child's Head	139
0.000543490552499	-0.00134646012162	4	Paul Gallay	http://www.nytimes.com/2016/03/07/opinion/indian-point-past-its-expiration-date.html	Indian Point: Past Its Expiration Date	843
-9.41021580773e-05	-0.000925758184017	2	Charles Blow	http://www.nytimes.com/2016/03/07/opinion/the-end-of-american-idealism.html	The End of American Idealism	2679
0.000228974554126	-0.00219763567969	7	Robert Klitzman	http://www.nytimes.com/2016/03/07/opinion/campaign-stops/should-therapists-analyze-presidential-candidates.html	Should Therapists Analyze Presidential Candidates?	938
0.00162070058422	-4.73300149749e-06	8	Matthew Desmond	http://www.nytimes.com/2016/03/06/opinion/sunday/the-eviction-economy.html	The Eviction Economy	9547
0.00224626931988	9.38257966841e-05	8	The Editorial Board	http://www.nytimes.com/2016/03/06/opinion/sunday/raise-the-legal-age-for-cigarette-sales-to-21.html	Raise the Legal Age for Cigarette Sales to 21	524
0.000373433002532	0.00272383841728	2	Nicholas Kristof	http://www.nytimes.com/2016/03/06/opinion/sunday/donald-the-dangerous.html	Donald the Dangerous	12578
-0.00183209022652	0.00173795806846	2	Maureen Dowd	http://www.nytimes.com/2016/03/06/opinion/sunday/chickens-home-to-roost.html	Chickens, Home to Roost	4994
0.000937972603978	0.00181333337574	6	Shirin Ebadi	http://www.nytimes.com/2016/03/06/opinion/sunday/tricked-into-cheating-and-sentenced-to-death.html	Tricked Into Cheating and Sentenced to Death	1864
0.000228139023164	-0.000565594420367	3	Amanda Robb	http://www.nytimes.com/2016/03/05/opinion/abortion-witch-hunt.html	Abortion Witch Hunt	1076
-0.00179734203203	0.00172102422805	2	Timothy Egan	http://www.nytimes.com/2016/03/04/opinion/campaign-stops/the-beast-is-us.html	The Beast Is Us	6174
-0.00165846113797	-0.00177157455161	4	The Editorial Board	http://www.nytimes.com/2016/03/04/opinion/australia-turns-its-back-on-climate-science.html	Australia Turns Its Back on Climate Science	944
-4.67004426541e-05	-0.000997010591203	2	The Editorial Board	http://www.nytimes.com/2016/03/04/opinion/chris-christies-day-job.html	Chris Christie’s Day Job	198
0.000238778975376	-0.0014097044691	9	The Editorial Board	http://www.nytimes.com/2016/03/03/opinion/the-push-to-oust-maduro.html	The Push to Oust Maduro	176
-0.000953250321889	0.000290737111721	7	Sandeep Jauhar	http://www.nytimes.com/2016/03/03/opinion/bring-back-the-autopsy.html	Bring Back the Autopsy	528
0.00128670559258	0.00103563065631	2	Charles Blow	http://www.nytimes.com/2016/03/03/opinion/campaign-stops/demagogue-for-president.html	Demagogue for President	9394
-0.00246902125076	-0.000920556126685	8	Bryce Covert	http://www.nytimes.com/2016/03/03/opinion/campaign-stops/whose-american-dream-flies.html	Whose American Dream Flies?	101
0.00107850376974	-0.00230192332602	10	The Editorial Board	http://www.nytimes.com/2016/03/03/opinion/a-stern-message-to-north-korea.html	A Stern Message to North Korea	36
0.00109814052747	-0.00188574249042	9	Brent Staples	http://www.nytimes.com/2016/03/03/opinion/donald-trump-and-reconstruction-era-politics.html	Donald Trump and Reconstruction-Era Politics	2333
0.000267487355815	-0.00183202295783	9	Suzy Khimm	http://www.nytimes.com/2016/03/02/opinion/campaign-stops/can-the-sanders-movement-go-local.html	C­an the Sanders Movement Go Local?	736
0.000485361937518	0.000337247731519	2	Emma Roller	http://www.nytimes.com/2016/03/02/opinion/campaign-stops/trump-or-anyone-but-trump.html	Trump, or Anyone but Trump	117
0.00103874379032	-0.00205402944814	8	Thomas Edsall	http://www.nytimes.com/2016/03/02/opinion/campaign-stops/why-trump-now.html	Why Trump Now?	3372
-0.000118183547602	-0.000318091438897	9	Frank Bruni	http://www.nytimes.com/2016/03/02/opinion/campaign-stops/hillary-clintons-moment.html	Hillary Clinton’s Moment	707
-0.00483227148063	-0.00271785941805	2	The Editorial Board	http://www.nytimes.com/2016/03/02/opinion/name-your-supreme-court-pick-president-obama.html	Name Your Supreme Court Pick, President Obama	1349
0.000529299081226	-9.82880126134e-05	6	Azadeh Moaveni	http://www.nytimes.com/2016/03/01/opinion/once-i-saw-light-in-iran-now-its-mostly-shadows.html	Once I Saw Light in Iran. Now It’s Mostly Shadows.	394
0.0020010262046	0.00241550333967	2	Roger Cohen	http://www.nytimes.com/2016/03/01/opinion/donald-trumps-il-duce-routine.html	Trump’s Il Duce Routine	14195
0.00122673002161	-0.000725242392504	9	Hans Noel	http://www.nytimes.com/2016/03/01/opinion/campaign-stops/why-cant-the-gop-stop-trump.html	Why Can’t the G.O.P. Stop Trump?	371
0.00103274399531	-0.00100069089026	9	The Editorial Board	http://www.nytimes.com/2016/03/01/opinion/big-donor-money-has-not-worked-in-the-2016-campaign-yet.html	Big-Donor Money Has Not Worked in the 2016 Campaign. Yet.	169
0.00205761579348	0.00378248352319	8	Joe Brewster	http://www.nytimes.com/2016/02/29/opinion/a-conversation-with-latinos-on-race.html	‘A Conversation With Latinos on Race’	1596
0.00177865817904	0.000721275787717	3	Abbe Lowell	http://www.nytimes.com/2016/02/29/opinion/the-broken-system-of-classifying-government-documents.html	The Broken System of Classifying Government Documents	332
-0.00330756015528	0.0020927725804	5	The Editorial Board	http://www.nytimes.com/2016/02/29/opinion/a-better-not-bigger-military-budget.html	A Better, Not Bigger, Military Budget 	455
-0.000300504300023	-0.000695550374545	9	Joy-Ann Reid	http://www.nytimes.com/2016/02/29/opinion/campaign-stops/clinton-sanders-and-the-fight-over-obamas-legacy.html	Clinton, Sanders and the Fight Over Obama’s Legacy	365
-0.000297898680376	0.00163751675955	6	Charles Blow	http://www.nytimes.com/2016/02/29/opinion/im-not-a-super-predator.html	‘I’m Not a Super Predator’	1556
0.00139821179284	-0.00365285145944	7	The Editorial Board	http://www.nytimes.com/2016/02/29/opinion/hivs-toll-on-black-and-latino-men.html	H.I.V.’s Toll on Black and Latino Men	239
0.00109071091619	0.000333217211621	6	Rebecca Traister	http://www.nytimes.com/2016/02/28/opinion/sunday/what-women-find-in-friends-that-they-may-not-get-from-love.html	What Women Find in Friends That They May Not Get From Love	15043
0.000738532316323	0.00199986455117	1	Nicholas Kristof	http://www.nytimes.com/2016/02/28/opinion/sunday/the-killing-field.html	The Killing Field	1901
0.000742798787071	0.00133338720863	2	Frank Bruni	http://www.nytimes.com/2016/02/28/opinion/sunday/if-donald-trump-changed-genders.html	If Donald Trump Changed Genders	4860
-0.000275001721545	0.000830584882315	2	Maureen Dowd	http://www.nytimes.com/2016/02/28/opinion/sunday/that-coke-can-is-back.html	That Coke Can Is Back	322
0.00287165818658	0.000965882987945	8	The Editorial Board	http://www.nytimes.com/2016/02/28/opinion/sunday/the-sad-demise-of-the-summer-job.html	The Sad Demise of the Summer Job	134
-0.00223889551782	-0.000804910506364	2	Emma Roller	http://www.nytimes.com/2016/02/27/opinion/campaign-stops/is-there-a-right-way-for-white-politicians-to-court-black-voters.html	How Clinton and Sanders Are Courting Black Votes	128
-0.000506988696297	0.000135825792512	10	Roger Cohen	http://www.nytimes.com/2016/02/26/opinion/obamas-implicit-foreign-policy.html	Obama’s Implicit Foreign Policy	427
0.00309186882007	-0.00259970209334	9	The Editorial Board	http://www.nytimes.com/2016/02/26/opinion/irans-hard-liners-cling-to-the-past.html	Iran’s Hard-Liners Cling to the Past	41
0.000561218796295	0.00030974600377	2	Julia Baird	http://www.nytimes.com/2016/02/26/opinion/campaign-stops/sarah-palins-mustache.html	Sarah Palin’s Mustache	1866
-0.000735628371976	0.00110306325119	2	Timothy Egan	http://www.nytimes.com/2016/02/26/opinion/a-unified-theory-of-trump.html	A Unified Theory of Trump	2311
-0.00301535047828	0.00109695379481	2	The Editorial Board	http://www.nytimes.com/2016/02/26/opinion/mrs-clinton-show-voters-those-transcripts.html	Mrs. Clinton, Show Voters Those Transcripts	7064
-0.00104191615516	0.000964767712204	2	Gail Collins	http://www.nytimes.com/2016/02/25/opinion/the-secret-side-of-donald-trump.html	The Secret Side of Donald Trump	565
-0.000871765486866	0.000858641035327	9	Charles Blow	http://www.nytimes.com/2016/02/25/opinion/campaign-stops/clinton-sanders-and-southern-voters.html	Clinton, Sanders and Southern Voters	752
0.00127558082333	2.95191276355e-05	7	The Editorial Board	http://www.nytimes.com/2016/02/25/opinion/governors-unite-in-the-war-against-opioids.html	Governors Unite in the War Against Opioids	229
-0.00409905763647	-0.00215026010388	2	The Editorial Board	http://www.nytimes.com/2016/02/25/opinion/senate-republicans-lose-their-minds-on-a-supreme-court-seat.html	Senate Republicans Lose Their Minds on a Supreme Court Seat	12014
-2.17632840325e-05	-0.000798788692697	4	Lydia Millet	http://www.nytimes.com/2016/02/24/opinion/a-danger-to-our-grizzlies.html	A Danger to Our Grizzlies	631
-0.00177737988416	-0.00152819367107	4	Andrew Revkin	http://www.nytimes.com/2016/02/23/opinion/bill-gatess-clean-energy-moon-shot.html	Bill Gates’s Clean-Energy Moon Shot	664
0.000445088342202	0.000757644852006	2	Arthur Brooks	http://www.nytimes.com/2016/02/22/opinion/campaign-stops/life-after-scalia.html	Life After Scalia	101
